Title_1,Title_2,Part_1,Part_2,Part_3,Model_1,Desc_1,Model_2,Price
AU Optronics B156HTN03.0 IPS display FHD (1920x1080) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B156HTN03.0,B156HAN04.1 B156HAN06.0 B156HAN06.1 B156HAN04.4 B156HAN06.3 B156HTN03.4 B156HTN03.5 B156HTN03.6 B156HTN03.1 B156HTN03.8 B156HTN03.9 0B B156HTN03.7,,"Acer Aspire V 15 Nitro (VN7-571G) , Acer Aspire VX 15 (VX5-591G) , Acer Aspire E5-576G , Asus X555LD , Asus VivoBook F555UA , Asus VivoBook Max R541UV , Asus R510VX , Asus ExpertBook P2 P2540UB , Asus R558UV , Asus A555UB",,,73.83
AU Optronics B156HAN02.1 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B156HAN02.1,B156HAN02.0 0A B156HAN02.0 0B B156HAN02.1 6A B156HAN02.1 7A B156HAN02.1 8A B156HAN02.1 8B B156HAN02.1 4B,,"HP Pavilion Gaming 15-cx0000 , HP 15s-fq1000 , Lenovo IdeaPad 3-15ADA05 (81W1) , Asus ROG Zephyrus M GU502DU , Asus VivoBook 15 X509JP , Lenovo IdeaPad 330S-15IKB (81GC/81JT) , Acer Aspire 5 (A515-55G) , Acer Aspire 7 (A715-73G) , Acer Aspire 5 (A515-54) , Lenovo V15-IIL (82C5)",,,82.39
Innolux N140HCA-EAC C1 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N140HCA-EAC C1,N140HCE-EN1 REV.C4,,"Lenovo ThinkPad E480 (20KQ/20KN) , Asus X406UA , Asus VivoBook S14 S406UA , HP 14-ck0000 , Asus ZenBook UX410UF , Asus ZenBook UX3410UF , Asus ZenBook 14 UX430UQ , Asus ZenBook 14 UX3430UQ , Asus ZenBook 14 UX430UA , Asus ZenBook 14 UX3430UA",,,73.83
Innolux N173HCE-E3C IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N173HCE-E3C,N173HCE-E3A C1 N173HCE-E3A C2,,"MSI GP75 Leopard 9SD/9SF (MS-17E2) , MSI GP75 Leopard 9SE (MS-17E2) , Asus TUF A17 FA706II , Asus Business P1701DA , Asus VivoBook 17 X712EQ , Lenovo Legion Y540-17IRH-PG0 (81T3) , Acer Nitro 5 (AN517-53) , Acer Nitro 5 (AN517-55) , Acer Nitro 5 (AN517-54) , Asus VivoBook 17X K1703ZA",,,131.61
Toshiba H000037900 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,H000037900,H000062190 H000037870 H000038430 H000043760 H000050450,,"Acer Aspire 5739 , Acer Extensa 5635ZG , Acer Aspire 5250 , Acer Aspire 5749 , Acer TravelMate 5744Z , Acer TravelMate P2 (P253-MG) , Acer Aspire E1-571G , Acer TravelMate 5740G , Acer Aspire ES1-511 , Acer Aspire V3-572PG",,,60.99
Asus 18010-15651000 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-15651000,18010-15611100 18010-15604400 18010-15652300 18010-15613300 18010-15603100 18010-15623300,,"Acer Aspire TimelineU M3-581T , Acer Aspire E1-572 , Acer Aspire V5-572G , Acer Aspire V7-581G , Acer Aspire E1-532 , Acer Aspire E1-530 , Acer Aspire E1-530G , Acer Extensa 2509 , Acer Aspire V3-572 , Acer Aspire V 15 Nitro (VN7-591G)",,,69.55
Innolux N140BGA-EA3 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N140BGA-EA3,N140BGA-EB3 N140BGE-E43 Rev.C2 N140BGE-E43 Rev. C3,,"Acer TravelMate P6 (P645-S) , Asus E403SA , Asus Z450UA , Acer Aspire ES1-433 , Asus VivoBook Max X441SA , Lenovo IdeaPad 100-14IBD (80RK) , Asus R416SA , Asus Pro P1440FB , Lenovo B40-80 (80F6/80LS/80QY) , Acer Aspire E1-410G",,,52.43
Asus 18010-14043100 IPS display FHD (1920x1080) matt 60Hz length 315; width 19.7 including board; Thickness 3.05mm,Replacement Laptop LCD LED Screen Display Monitor,18010-14043100,18010-14054100 18010-14055100 18010-14055900,,"Acer Aspire 5 (A514-52) , Lenovo ThinkBook 14s IML (20RS) , Dell Vostro 14 (5481) , Acer Aspire 5 (A514-33) , Acer TravelMate P2 (P214-41-G3) , Acer TravelMate X3 (X314-51-M) , Acer Aspire 3 (A314-35) , Acer Aspire 3 (A314-22) , Acer Aspire 5 (A514-53) , Acer Chromebook 314 (CB314-2H)",,,79.18
Toshiba H000062380 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,H000062380,P000609000 P000608930 P000608990 P000620120 P000605940,,"Acer Aspire 5551 , Acer Aspire 5739 , Acer Extensa 5235 , Acer TravelMate 5740 , Acer Aspire 5739G , Acer TravelMate 5360G , Acer Extensa 2510G , Acer Aspire E1-532PG , Acer Aspire V3-572P , Acer TravelMate 8572G HF",,,60.99
Toshiba P000608950 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,P000608950,P000608960 P000608980,,"Lenovo IdeaPad 320-14IAP (80XQ/81A2) , Asus R414SA , Asus VivoBook X456UV , Asus VivoBook X456UR , Asus X456UA , Asus Z450LA , Asus F456UB , Asus R415UQ , Asus P453UJ , Acer Aspire ES1-431",,,52.43
Innolux N156HCE-EN1 C2 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N156HCE-EN1 C2,N156HCA-EAB C2 N156HCE-EN1 C1 N156HCE-EN1,,"HP ProBook 450 G6 , Asus ROG Strix G531GD , Asus ROG Zephyrus M GU502GU , Asus VivoBook X512JF , Lenovo ThinkPad E15 (20RD/20RE) , Medion Akoya P6645 (M15WKN) , MSI Modern 15 A10M/A10RC/A10RD (MS-1551) , Lenovo Legion Y530-15ICH (81FV/81GT/81M7/81LB) , Lenovo ThinkPad P15v Gen 1 (20TQ/20TR) , Lenovo IdeaPad Gaming 3-15ARH05 (82EY)",,,82.39
CSOT MNG007DA1-2 IPS display WQXGA (2560x1600) matt 120Hz,Replacement Laptop LCD LED Screen Display Monitor,MNG007DA1-2,MNG007DA1-2,,"Asus ProArt StudioBook 16 H5600QR , Asus M7600QC , Asus M5602QA , Asus K6602HC , Asus W7600Z3A , Asus Vivobook Pro 16X M7600RE , Lenovo IdeaPad 5 Pro-16ACH6 (82L5) , Lenovo IdeaPad 5 Pro-16IHU6 (82L9) , Asus ProArt StudioBook 16 W7600H3A , Asus ProArt StudioBook 16 H5600QR",,,145.52
BOEhydis NT156WHM-N42 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,NT156WHM-N42,NT156WHM-N22 NT156WHM-N12,,"Acer Aspire E5-511 , Acer Extensa 2510 , Acer Extensa 2510G , Acer Aspire E5-571G , Acer Aspire V 15 Nitro (VN7-571) , Acer Aspire V3-575G , Acer TravelMate P2 (P258-M) , Acer Aspire F15 (F5-573G) , Acer Aspire E5-553G , Acer Aspire F15 (F5-573)",,,69.55
BOE NT156WHM-N42 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,NT156WHM-N42,NT156WHM-N42,,"Dell Latitude 15 (3560) , Dell Latitude 15 (3570) , Dell Inspiron 15 (3542) , Dell Inspiron 15 (5547) , Dell Inspiron 15R (5547) , Dell Inspiron 15 (5548) , Dell Inspiron 15 (3543) , Dell Inspiron 15 (3551) , Dell Inspiron 15 (5558) , Dell Inspiron 15 (5551)",,,143.38
Fujitsu FUJ:CP759270-XX IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,FUJ:CP759270-XX,FUJ:CP698909-XX FUJ:CP756506-XX FUJ:CP766416-XX FUJ:CP809690-XX FUJ:CP810324-XX FUJ:CP815234-XX,,"Acer Aspire E1-532G , Acer Aspire V 15 Nitro (VN7-571) , Acer Aspire E5-522 , Acer Aspire ES1-531 , Acer Aspire E5-523G , Acer Predator 15 (G9-593) , Acer Aspire ES1-533 , Acer TravelMate P4 (P459-M) , Acer TravelMate P2 (P2510-M) , Acer Nitro 5 (AN515-31)",,,81.32
HP L49999-001 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L49999-001,L50022-001 798933-009 798919-3D2 819999-001,,"Acer Aspire V7-581 , Acer Aspire E5-572G , Acer Aspire V3-572 , Acer Aspire V3-574 , Acer Aspire E5-522G , Acer Aspire E5-552 , Acer TravelMate P2 (P259-MG) , Acer Aspire ES1-523 , Acer Aspire V 15 Nitro (VN7-593G) , Acer TravelMate P2 (P259-G2-MG)",,,81.32
Acer KL.1330D.001 TN display (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,KL.1330D.001,KL.1330D.001,,"Acer Aspire V3-371 , Lenovo E31-70 (80KC/80KW/80KX) , Asus X302LJ , Lenovo IdeaPad U330P , Acer Aspire V3-371 , HP ProBook 430 G3 , Lenovo IdeaPad U330 , Lenovo IdeaPad 500S-13ISK (80Q2) , Lenovo ThinkPad 13 Chromebook (20GL/20GM) , Dell Latitude 13 (3350)",,,72.76
Asus 18010-14041100 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-14041100,18010-14040800,,"Asus ZenBook 14 UX430UQ , Asus ZenBook 14 UX430UA , Lenovo ThinkPad E480 (20KQ/20KN) , Asus X406UA , Asus VivoBook S14 S406UA , HP 14-ck0000 , Asus ZenBook UX410UF , Asus ZenBook UX3410UF , Asus ZenBook 14 UX430UQ , Asus ZenBook 14 UX3430UQ",,,73.83
Acer LK.17105.008 TN display WXGA+ (1440x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LK.17105.008,LK.17108.012,,"HP Compaq 8710p Business , Clevo M57U , Asus F7KR , Fujitsu Amilo Xi 2528 Reg.No. P75IM0 , Sager Notebook NP9261 Model D900C , Acer TravelMate 7730 , Packard Bell EasyNote SW45 , Acer Aspire 7530G , Sager Notebook NP5797 , Schenker PCGH-Ultimate-Notebook (M570TU)",,,41.73
LG LP156WF4-SPL1 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LP156WF4-SPL1,LP156WF6-SPK5 LP156WF4 (SP)(J1) LP156WF4-SPJ1,,"Acer Aspire E1-572 , Acer Aspire V5-572 , Acer Aspire V3-572G , Acer Aspire V3-574G , Acer TravelMate P2 (P257-MG) , Acer TravelMate P2 (P258-MG) , Acer Aspire F15 (F5-573G) , Acer Aspire E5-553 , Acer Aspire VX 15 (VX5-591G) , Acer Nitro 5 (AN515-51)",,,81.32
HP L51625-QD1 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L51625-QD1,L20361-001 L16641-001,,"Asus VivoBook S15 S532FA , Lenovo Legion 7-15IMHg05 (81YU) , Asus TUF FX505DT , Asus TUF FX505DV , Asus VivoBook 15 X509MA , Asus VivoBook 15 X512JP , Lenovo Legion Y540-15IRH (81RJ/81SX) , Lenovo V15-IWL (81YE) , Lenovo ThinkBook 15 IML (20RW) , Lenovo IdeaPad 3-15ITL05 (81X8)",,,82.39
Toshiba A000006380 TN display WXGA+ (1440x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,A000006380,A000006380,,"Asus A7S , Clevo M575U , Gaming Guru Model D901C , Packard Bell EasyNote SB88 , Packard Bell EasyNote SB86 , Asus G70S , Acer Aspire 7530 , Acer TravelMate 7330 , Samsung R710 , Acer Aspire 7730Z",,,41.73
LG LP156WF6 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LP156WF6,LP156WF4 (SP)(H2) LP156WF6 (SP)(B5) LP156WF6 (SP)(K5),,"Acer Aspire V5-573G , Acer Aspire V5-572G , Acer Aspire V7-581G , Acer Aspire E5-571 , Acer Aspire E5-571G , Acer Aspire V 15 Nitro (VN7-592G) , Acer Aspire ES1-571 , Acer Predator Triton 700 (PT715-51) , Acer Aspire 3 (A315-41) , Acer TravelMate P2 (P2510-G2-MG)",,,81.32
Asus 18010-15623500 IPS display UHD (3840x2160) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,18010-15623500,18010-15632000,,"Asus K501UB , Asus ROG Strix GL553VE , Asus ROG G501JW , Asus N501JW , Asus ROG G550JX , MSI WS63 8SJ (MS-16K6) , MSI WS63VR 7RL (MS-16K3) , MSI GS63 Stealth 8RF (MS-16K7) , MSI GT63 Titan 8RE/8RF/8RG (MS-16L4) , MSI WS66 11UK/11UKT (MS-16V4)",,,176.55
HP L17303-J73 original IPS display FHD (1920x1080) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L17303-J73,L17303-273 L17303-274 M238HCA-L3Z,,"HP Pavilion 24-xa0600 , HP Pavilion 24-xa0600",,,277.13
Toshiba A000080430 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,A000080430,P000609000 P000608930 P000608990 H000037920 H000062200 H000037880 H000037890 H000037910 H000062380 H000062210 H000037930 H000050460 P000620120 P000605940,,"Acer Extensa 5635 , Acer Extensa 5735G-2 , Acer Aspire 5940G , Acer Aspire 5333 , Acer Aspire 5749Z , Acer TravelMate 5735Z , Acer Aspire E1-571G , Acer Aspire V3-531G , Acer Aspire ES1-511 , Acer Aspire V3-572",,,60.99
LG LP173WFG-SPB2 IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,LP173WFG-SPB2,LP173WFG-SPB3,,"MSI GF75 Thin 9SC/9RC/9RCX (MS-17F2) , Lenovo Legion 5-17ITH6 (82JN) , MSI Crosshair 17 A11UEK (MS-17L2) , MSI Pulse GL76 12UDK/12UCK (MS-17L4) , Acer Nitro 5 AN517-41 , MSI Sword 17 A11UC (MS-17L1) , Lenovo Legion 5-17ACH6H (82JY) , Lenovo Legion Y540-17IRH-PG0 (81T3) , MSI GE75 Raider 8SE/8SF/8SG (MS-17E2) , MSI Stealth 17M A12UE (MS-17R1)",,,132.68
Toshiba H000057800 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,H000057800,H000058090 H000058100 H000057810 K000148740 K000148730 K000148760 K000148750,,"Acer TravelMate TimelineX 8572 , Acer TravelMate 8573 , Acer TravelMate 6594e , Acer TravelMate 8572T HF , Acer TravelMate 8572Z , Asus Pro Advanced B53E , Asus F550CC , Asus X502CA , Asus Pro Essential PU500CA , Asus R510LD",,,72.76
HP 666396-001 TN display HD+ (1600x900) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,666396-001,681990-001 809313-001 587750-1G3,,"Acer Aspire 7735ZG , Asus X70AB , Asus X70AE , Asus X72JK , Asus Pro76SL , Asus ROG G73SW , Asus K73SJ , Asus A73SD , Asus N76VM , Asus F75VD",,,69.55
HP 830567-001 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,830567-001,18010-13300800,,"Asus Chromebook C300SA , Asus ZenBook UX303LB , Asus Transformer Book Flip TP300UA , Asus ZenBook UX303UA , Asus ZenBook UX303UB , Asus X302UA , Asus R301UA , Asus X302UJ , Asus Chromebook C300SA , Asus X302UV",,,105.93
Acer LK.15605.006 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LK.15605.006,LK.15608.017,,"Acer TravelMate 8572G , Acer TravelMate TimelineX 8573T , Acer Aspire V5-571G , Acer Aspire 5943G , Acer Extensa 2510G , Acer Aspire E1-532PG , Acer Aspire V3-572P , Asus S56CA , Asus F550DP , Asus P56CB",,,73.83
AU Optronics B156HAN04.1 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B156HAN04.1,B156HAN04.4 B156HTN03.9 0B,,"Acer Aspire V3-571G , Acer Extensa 2511G , Acer Aspire E5-574G , Acer Aspire V5-591G , Acer Predator 15 (G9-591) , Acer TravelMate P2 (P258-M) , Acer Aspire E5-523 , Acer Aspire E5-553G , Acer Aspire K50-20 , Acer TravelMate P4 (P459-G2-M)",,,81.32
LG LP173WFG (SP)(B2) IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,LP173WFG (SP)(B2),LP173WFG (SP)(B3),,"Asus ROG Strix G G731GU , MSI GL76 Pulse 11UCK/11UDK/11SCK (MS-17L2) , MSI GF76 Katana 11UE/11UEK/11UG (MS-17L1) , MSI GL75 Leopard 10SER/10SEK (MS-17E7) , MSI GL75 9SC/9SCK (MS-17E4) , MSI GF75 Thin 9SCSK/9SCXK (MS-17F4) , MSI Bravo 17 A4DC/A4DCR/A4DDR (MS-17FK) , MSI CreatorPro M17 (MS-17L3/MS-17L4) , Asus ROG Strix G17 G713QR , Asus ROG Strix G17 G713QC",,,132.68
Lenovo SD10Q66951 IPS display FHD (1920x1080) matt 60Hz length 315mm; width 19.5mm incl. board; Thickness 2.77mm,Replacement Laptop LCD LED Screen Display Monitor,SD10Q66951,SD10Q66949 SD10Q66953,,"Lenovo ThinkPad L14 Gen 2 (20X1/20X2) , Lenovo ThinkPad X1 Carbon 7th Gen (20R1/20R2) , HP 14s-dq1000 , HP Pavilion 14-ce0400 , HP Pavilion 14-al000 , HP Pavilion 14-n200 , HP EliteBook 840 G3 , HP EliteBook 8470p , Lenovo ThinkPad T14 Gen 2 (20W0/20W1) , Lenovo ThinkPad L14 Gen 2 (20X1/20X2)",,,95.23
HP L20376-001 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L20376-001,766680-001 824516-001 809001-003 827870-001,,"Acer Aspire V5-573G , Acer Aspire V5-572G , Acer Aspire V7-581G , Acer Aspire E5-571 , Acer Aspire E5-571G , Acer Aspire V 15 Nitro (VN7-592G) , Acer Aspire ES1-571 , Acer Predator Triton 700 (PT715-51) , Acer Aspire 3 (A315-41) , Acer TravelMate P2 (P2510-G2-MG)",,,81.32
Toshiba H000058070 IPS display FHD (1920x1080) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,H000058070,N156HGE-EAB N156HGE-EB1 N156HGE-EBB N156HGE-EBL,,"Acer Aspire V5-561G , Acer Aspire E5-571 , Acer Aspire E5-573 , Acer Aspire V 15 Nitro (VN7-592G) , Acer Aspire V3-575 , Acer Aspire E5-574 , Acer Predator 15 (G9-592) , Acer Aspire ES1-572 , Acer Aspire E5-575G , Acer Aspire V 15 Nitro (VN7-572)",,,73.83
Lenovo 04Y1278 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,04Y1278,18200706 18200764 0C17676,,"Acer TravelMate 8571G , Acer TravelMate 8572 , Acer TravelMate 6595TG , Acer TravelMate 8573 , Acer TravelMate TimelineX 8572T , Acer Aspire E5-511P , Acer Aspire E5-573TG , Asus U56E , Asus K56CA , Asus Pro Advanced B53E",,,73.83
HP L63565-001 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,L63565-001,L62785-001 L63684-001,,"HP ProBook 450 G6 , Asus ROG Strix G531GD , Asus ROG Zephyrus M GU502GU , Asus VivoBook X512JF , Lenovo ThinkPad E15 (20RD/20RE) , Medion Akoya P6645 (M15WKN) , MSI Modern 15 A10M/A10RC/A10RD (MS-1551) , Lenovo Legion Y530-15ICH (81FV/81GT/81M7/81LB) , Lenovo ThinkPad P15v Gen 1 (20TQ/20TR) , Lenovo IdeaPad Gaming 3-15ARH05 (82EY)",,,82.39
HP 684631-001 TN display HD+ (1600x900) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,684631-001,723643-001 587749-3G5,,"Samsung R730 , MSI CR700 (MS-1734) , Samsung E372 , Asus X70AE , Asus X7BJN , Asus N73SN , Toshiba Satellite L775 , Toshiba Satellite P770 , HP Pavilion dv7-5000 , Asus A73BR",,,71.69
AU Optronics B156HAN06.0 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,B156HAN06.0,B156HAN01.2-2A B156HAN6.3,,"Acer Aspire E1-532 , Acer Aspire V 15 Nitro (VN7-591G) , Acer Aspire V3-575G , Acer Aspire F15 (F5-571G) , Acer Aspire E5-575G , Acer Aspire F15 (F5-571) , Acer Aspire F15 (F5-521) , Acer Spin 3 (SP315-51) , Acer TravelMate P6 (P658-G2-MG) , Acer Aspire 5 (A515-51)",,,81.32
LG LP173WFG (SP)(B1) IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,LP173WFG (SP)(B1),LP173WFG (SP)(B1),,"MSI GF76 Katana 12UGS/12UGK (MS-17L3) , MSI GF75 Thin 10UD/10UCK/10UC (MS-17F6) , MSI GL75 Leopard 10SCSR/10SCXR (MS-17E8) , MSI GP75 Leopard 10SEK (MS-17E7) , MSI GE75 Raider 8RE/8RF (MS-17E1) , Asus ROG Strix G17 G713QM , Asus ROG Strix G17 G713QE , MSI GP75 Leopard 9SE (MS-17E2) , MSI GP75 Leopard 9SD/9SF (MS-17E2) , MSI GT73EVR 7RD/7RE/7RF (MS-17A1)",,,132.68
HP 798914-1D1 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,798914-1D1,798914-JD1 809371-001 842645-LD1 847654-007 801084-CD1 798914-2D1 847654-003,,"Acer Aspire M3-581TG , Acer Aspire E1-532 , Acer Aspire E1-530 , Acer Aspire V 15 Nitro (VN7-591G) , Acer Extensa 2519 , Acer Aspire F15 (F5-572G) , Acer Aspire V 15 Nitro (VN7-572) , Acer Aspire MM15 MM1-571 , Acer Chromebook 315 (CB315-1HT) , Acer Chromebook 315 (CB315-2HT)",,,73.83
BOE NE160QDM-NY2 V8.0 IPS display WQXGA (2560x1600) matt 120Hz,Replacement Laptop LCD LED Screen Display Monitor,NE160QDM-NY2 V8.0,NE160QDM-NY2 V8.0,,"Asus VivoBook Pro 16X M7600QA , Asus K3605VC , Asus ProArt StudioBook Pro 16 W7600Z3A , Asus K6602ZE , Lenovo IdeaPad 5 Pro-16ACH6 (82L5) , Lenovo IdeaPad 5 Pro-16IHU6 (82L9) , Asus ProArt StudioBook 16 W7600H3A , Asus ProArt StudioBook 16 H5600QR , Asus M5602RA , Asus VivoBook S 16X M5602RA",,,145.52
LG LP173WFG-SPB1 IPS display FHD (1920x1080) matt 144Hz,Replacement Laptop LCD LED Screen Display Monitor,LP173WFG-SPB1,LP173WFG-SPB1,,"Asus ROG G703GXR , Asus ROG Zephyrus S GX701GW , Medion Erazer X17805 (GK7CP7S) , MSI GE76 Raider 11UG/UH (MS-17K3) , MSI GL75 Leopard 9SCSR/9SCXR (MS-17E8) , MSI GF75 Thin 9SCSR (MS-16R4) , MSI Crosshair 17 A12UGZK/A12UGSZK (MS-17L3) , MSI GF76 Katana 12UGSO/12UGSZOK (MS-17L3) , Asus ROG Strix G17 G713IH , Acer Predator Helios 300 (PH317-55)",,,132.68
HP 670120-001 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,670120-001,682089-001 672334-7D1 672334-3d3,,"Acer TravelMate 8573TG , Acer TravelMate 6595 , Acer TravelMate 8573G , Acer Aspire TimelineU M3-581TG , Acer Aspire E1-532G , Acer Extensa 2510G , Acer TravelMate 6594eG , Acer Aspire E5-573TG , Asus X550LA , Asus N53TK",,,72.76
Innolux N140HCA-EAC C2 IPS display FHD (1920x1080) matt 60Hz length 315; width 19.7 including board; Thickness 3.05mm,Replacement Laptop LCD LED Screen Display Monitor,N140HCA-EAC C2,N140HCA-EAC C2,,"Lenovo IdeaPad 330S-14IKB (81F4/81JM) , Asus Pro B9440UA , Lenovo ThinkBook 14 IML (20RV) , Lenovo ThinkPad X1 Carbon 5th Gen (20K4/20K3) , Acer Swift 3 (SF314-57) , HP ProBook 440 G7 , HP Pavilion 14-ce0400 , HP Pavilion 14-ce1000 , Acer TravelMate P2 (P214-52) , Acer TravelMate X314 (TMX314-51-MG)",,,79.18
Lenovo 04X4812 IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,04X4812,00HN836 01EN351 02DA380 02DD008 5D10H15380 5D10M34037 5D10R65303 SD10R33576,,"Acer Aspire V3-571G , Acer Extensa 2511G , Acer Aspire E5-574G , Acer Aspire V5-591G , Acer Predator 15 (G9-591) , Acer TravelMate P2 (P258-M) , Acer Aspire E5-523 , Acer Aspire E5-553G , Acer Aspire K50-20 , Acer TravelMate P4 (P459-G2-M)",,,81.32
Acer LK.15608.011 TN display HD (1366x768) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LK.15608.011,LK.15605.019 LK.1560D.010 LK.15608.015 LK.15606.009 LK.15606.005 LK.15608.002,,"Acer Aspire 5551 , Acer Aspire 5739 , Acer Extensa 5235 , Acer TravelMate 5740 , Acer Aspire 5739G , Acer TravelMate 5360G , Acer Extensa 2510G , Acer Aspire E1-532PG , Acer Aspire V3-572P , Acer TravelMate 8572G HF",,,60.99
HP 683482-001 TN display HD (1366x768) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,683482-001,683482-001,,"Acer Aspire 5552 , Acer Extensa 5635G , Acer Aspire 5741G , Acer Aspire 5742 , Acer TravelMate 5735 , Acer Aspire 5750G , Acer TravelMate 5760 , Acer TravelMate 5760ZG , Acer Aspire 5739G , Acer Aspire V3-572",,,60.99
Chi Mei N156HGE-EA1 IPS display FHD (1920x1080) glossy 60Hz,Replacement Laptop LCD LED Screen Display Monitor,N156HGE-EA1,N156HGE-EA2,,"Acer Aspire E1-572 , Acer Aspire V5-561 , Acer TravelMate P2 (P257-M) , Acer Aspire MM15 MM1-571 , Asus R556LD , Asus F555LA , Asus X555LA , Asus X555LN , Asus R556LF , Asus K550JD",,,73.83
Lenovo 5D10W87242 original IPS display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,5D10W87242,5D11C18140 N140HCE-EN2 N140HCE-EN2 Rev. C2 11NE001BS11001 TL361105E2CA,,"Lenovo V14-IKB (81YA) , Lenovo IdeaPad S340-14IWL (81N7) , Lenovo V14-ADA (82C6) , Lenovo IdeaPad 1 14ADA05 (82GW) , Lenovo IdeaPad S145-14IWL (81MU) , Lenovo V14-IGL (82C2) , Lenovo S330 ChromeBook (81JW) , Lenovo IdeaPad 3-14ITL05 (81X7) , Lenovo ThinkBook 15 G2 ARE (20VG) , Lenovo ThinkPad P14s Gen 2 (20VX/20VY)",,,167.99
Samsung LTN156FL06-301 IPS display UHD (3840x2160) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,LTN156FL06-301,LJ96-06234B LJ96-06478A LTN156FL02-101 LTN156FL02-L01,,"Asus K501UX , Asus A501UX , MSI GE63 Raider RGB 8RE/8RF (MS-16P5) , MSI GT62VR 6RD/6RE/7RE (MS-16L2) , MSI WS66 11UM/11UMT (MS-16V4) , MSI GS66 Stealth 11UE/11UH/11UG (MS-16V4) , MSI GS65 Stealth 9SD/9SE/9SF/9SG (MS-16Q4) , MSI GS66 Stealth 10UE/10UH/10UHZ (MS-16V3) , Asus ROG Strix GL502VS , Asus ROG Strix GL502VM",,,176.55
HP 798933-014 TN display FHD (1920x1080) matt 60Hz,Replacement Laptop LCD LED Screen Display Monitor,798933-014,798933-014,,"Acer Aspire E1-572 , Acer TravelMate P2 (P256-M) , Acer Predator 15 (G9-592) , Acer Aspire E5-553G , Acer Aspire 7 (A715-72G) , Acer Nitro 5 (AN515-42) , Acer Chromebook 15 (CB3-532) , Asus N550JV , Asus X550LDV , Asus K551LN",,,80.25
